amount,hour,day,senderBalance,receiverBalance,averageAmount,todayTransactions,transactionsLastHour,newReceiver,nightTransaction
13045,14,7,26812,17018,6707,34,19,0,0
36983,3,6,47873,50602,10672,17,4,1,1
45883,12,4,88823,68816,2616,18,14,0,0
37966,21,6,94429,80315,14285,24,12,0,0
35088,10,4,69366,56381,10674,31,0,1,0
14081,0,2,68765,63680,8712,35,7,0,1
34946,11,5,32325,95148,431,39,15,1,0
38441,4,6,70775,75885,10308,22,5,1,1
45040,5,4,30974,25773,2282,24,7,1,1
12682,10,4,3801,64555,3706,22,12,1,0
34601,23,3,78358,49809,2544,22,8,1,0
21897,17,4,38067,3808,13705,22,0,1,0
11254,11,5,89258,43395,11527,10,13,1,0
4882,2,6,93907,96904,381,19,5,1,1
33998,0,4,88488,60379,3400,30,17,0,1
19593,6,4,50472,94715,1330,27,16,1,0
3717,10,6,48056,28885,7866,13,5,0,0
40429,12,2,83701,22920,4599,10,10,0,0
29032,20,2,60597,40500,14919,29,17,1,0
24344,1,7,97933,17606,1031,37,17,0,1
45130,8,7,76611,75026,13725,36,0,0,0
28550,15,5,26615,56443,8279,9,3,0,0
22853,3,5,98700,89546,8706,17,6,0,1
46683,16,3,97152,310,8898,4,8,1,0
43947,12,6,89035,37993,4195,4,2,0,0
2295,21,7,28048,48404,6511,18,4,0,0
48785,4,4,85231,63902,7023,22,6,1,1
40173,4,3,19015,48073,13615,6,18,0,1
16768,1,5,64091,84499,4172,3,6,0,1
18668,12,4,62101,81733,2360,4,16,1,0
30805,14,2,54906,65650,14625,21,5,0,0
6080,2,4,35316,54864,13288,32,17,0,1
7610,8,3,71831,36393,4197,18,2,0,0
9494,22,5,81035,6175,8276,34,4,0,0
778,22,3,16985,52394,6762,13,10,0,0
18568,22,4,75005,49630,7726,37,4,0,0
775,3,7,65011,26022,8545,36,17,1,1
27910,20,1,31221,66114,8394,34,13,0,0
37209,4,5,93811,51406,9811,24,8,1,1
4346,21,2,67696,52569,13813,18,18,0,0
41056,20,7,29105,26794,7106,35,2,1,0
11503,12,2,24262,8329,659,38,4,0,0
42816,14,1,30875,83019,848,26,14,0,0
28559,21,6,50192,72443,4670,15,3,1,0
30160,9,2,51122,99211,6140,8,16,1,0
26712,4,3,69182,47184,13567,24,5,1,1
26399,6,3,86989,8935,10086,38,7,1,0
26413,20,1,85412,90618,7513,29,13,1,0
32592,10,6,56333,93725,9037,39,8,1,0
28822,9,4,91071,35519,5622,20,5,0,0
19504,1,7,12104,52190,2536,8,10,0,1
15226,4,6,9231,17993,12393,20,3,1,1
5663,17,4,52766,68440,14319,20,8,0,0
19435,8,1,13500,61478,11756,33,3,1,0
13270,10,1,15604,26317,3508,24,16,0,0
11658,17,1,42732,43818,5317,4,10,0,0
46239,8,1,37579,74827,6072,17,1,1,0
30222,19,1,50743,86084,5076,13,13,1,0
39770,9,4,37902,38056,11931,30,11,1,0
34208,5,2,38940,93997,14449,26,3,0,1
677,3,2,73397,78803,1997,9,2,0,1
21428,12,3,7309,27859,10044,10,12,1,0
28003,21,1,63435,74396,1798,21,11,0,0
8277,20,1,2103,6316,13012,33,7,0,0
12562,15,7,46115,31528,3252,29,8,0,0
5658,9,7,92059,32647,14627,2,14,0,0
23196,5,3,89027,52982,1754,2,9,0,1
29699,23,3,11362,27288,933,9,18,0,0
18619,0,7,58843,28288,5742,16,6,0,1
24071,5,4,70383,89335,571,30,18,1,1
25836,21,4,55324,32518,1307,33,19,1,0
30038,15,2,17679,23442,11977,21,0,0,0
15905,7,7,36765,21787,9216,20,10,0,0
16052,16,6,76439,12512,4232,34,9,1,0
3602,4,4,5356,48751,3483,2,1,0,1
2320,3,3,54855,16481,9847,12,12,0,1
17559,0,7,73254,53932,4647,15,10,0,1
22853,23,6,84190,945,9675,9,11,1,0
48661,23,2,83454,59102,204,18,16,0,0
45606,23,4,68090,51841,14479,2,0,1,0
8229,10,5,87169,6727,9908,13,7,0,0
3335,14,1,98401,61198,12110,36,13,1,0
29882,21,7,8471,50302,7345,4,8,0,0
22074,22,4,95419,4686,329,29,0,1,0
45134,7,7,59467,94031,8484,12,8,1,0
18218,2,2,83236,22933,12808,12,3,1,1
45920,16,2,69010,76563,13273,38,4,1,0
15632,2,1,99949,36067,5764,6,17,1,1
22700,13,4,13462,73313,12251,34,16,0,0
9697,15,6,76248,28859,13620,23,10,0,0
13370,15,3,33339,22149,10939,20,2,0,0
12090,22,1,10822,1664,8038,23,0,0,0
24220,15,5,66630,59179,5104,30,7,0,0
15129,11,3,34529,37148,13646,1,1,1,0
15138,0,1,9917,15381,7810,2,2,1,1
27001,23,1,20124,28221,13801,5,17,0,0
8144,10,5,10523,7556,13636,3,14,1,0
4609,9,7,10719,4123,5256,27,10,0,0
8485,5,1,44949,40597,1069,4,11,0,1
28119,15,3,34306,84274,5372,12,0,1,0
15432,20,3,69279,805,13088,5,13,0,0
8943,15,4,11795,20219,9210,19,1,1,0
13429,20,1,44178,20279,6595,10,3,0,0
35542,4,3,91560,89936,3641,19,2,0,1
36076,18,3,78462,39145,4735,10,2,1,0
24709,5,6,31889,43345,9808,1,3,1,1
1386,15,1,53406,97479,4689,18,0,1,0
37385,19,3,20407,24065,11134,18,4,1,0
16822,10,7,1973,28727,444,19,3,0,0
36494,12,1,11943,56096,7429,16,1,1,0
29516,18,7,49091,31503,7167,11,5,0,0
9937,6,3,29824,57839,8880,8,8,1,0
14891,11,4,39879,82217,13310,33,15,0,0
6520,15,6,16375,3586,4545,19,16,1,0
46657,20,1,49834,82442,710,36,6,1,0
19228,19,7,95198,13720,2018,8,19,1,0
39794,11,1,7239,89096,8664,13,5,1,0
2172,4,2,28298,70730,13617,16,6,1,1
8061,17,3,53409,19245,5751,27,12,1,0
7456,22,1,44505,49454,11403,5,7,1,0
25353,6,2,28891,93184,13652,6,13,1,0
2554,16,1,23263,79380,3539,35,16,1,0
22733,13,4,86897,34775,10473,20,8,1,0
7510,16,3,69877,54534,2886,36,17,1,0
37396,12,1,67807,61894,11302,5,19,0,0
34619,8,5,39682,51937,2997,4,1,1,0
3821,20,2,19751,12451,11974,7,1,1,0
45477,1,1,28995,4507,5471,30,7,1,1
46179,6,2,27043,51427,14621,21,3,1,0
1616,17,2,74510,97355,12364,32,6,1,0
25836,7,2,4759,32198,7126,3,11,1,0
22079,18,6,53384,8211,7672,31,18,0,0
3720,9,6,86113,83571,10833,12,16,1,0
30732,18,5,36155,23805,7827,18,19,0,0
12138,20,7,19129,41115,5345,29,17,0,0
8811,13,6,32330,99128,4188,36,9,1,0
9755,17,1,21544,8204,2810,23,7,1,0
43377,9,6,23761,58517,6941,31,9,0,0
26088,1,6,40731,86390,12797,22,13,1,1
28370,7,2,42174,99181,2650,16,9,0,0
1256,14,3,54063,99911,994,17,17,1,0
20848,23,1,40066,51095,3962,27,14,1,0
23757,16,4,4694,24923,14189,10,12,1,0
36199,4,1,96343,59746,6094,2,8,1,1
26751,11,3,77128,21532,14663,37,19,0,0
11958,15,3,66731,68072,8954,34,3,1,0
25872,3,4,30159,77544,6777,8,6,1,1
18546,20,1,55629,33193,222,11,1,0,0
13834,14,2,5560,82315,2411,6,0,0,0
2861,14,3,22193,67798,3591,7,12,0,0
32261,0,1,57214,37557,1506,32,17,1,1
43977,3,7,93999,64982,9098,13,18,0,1
46549,6,5,85655,29195,9643,36,14,1,0
24812,22,2,94474,49893,8576,24,11,1,0
24769,18,6,63517,63871,7803,39,5,1,0
21178,21,5,8957,10296,3375,13,14,1,0
39294,20,5,57062,52010,7396,18,6,1,0
22706,11,1,23024,39130,12130,28,3,1,0
39166,19,4,26418,62172,3012,30,2,0,0
22677,7,5,42823,87350,12164,38,8,1,0
14943,8,7,55498,97139,3469,16,11,1,0
27222,7,7,38328,20121,535,27,15,1,0
15322,7,3,84277,85376,13412,20,9,0,0
4688,18,3,78322,45350,13225,37,8,1,0
25591,6,2,88940,97822,14091,15,0,1,0
19634,23,3,83558,7262,13354,26,1,1,0
10128,22,4,20964,72487,9580,31,17,0,0
43386,12,1,38344,57756,14059,9,18,1,0
36655,2,3,22728,42966,9521,12,4,1,1
30777,22,7,89302,88157,9229,11,7,1,0
40092,11,5,69909,72286,8026,21,15,1,0
26838,12,1,14560,22382,9643,23,16,1,0
35945,23,1,61968,20146,4374,2,10,1,0
22421,16,1,51130,35688,1340,9,9,1,0
25131,5,3,26655,58043,13229,26,13,0,1
36244,4,4,30672,38517,14640,7,10,0,1
49973,23,4,70326,66082,484,1,0,1,0
3947,15,3,79691,39522,2336,16,14,1,0
44401,2,6,60820,15545,10732,19,9,0,1
49589,10,2,50573,75661,1011,39,8,0,0
35943,0,7,91253,92182,6533,1,8,1,1
5290,4,7,3539,22729,14969,24,2,0,1
6188,19,2,38883,76756,14622,10,0,1,0
45829,23,4,36451,80090,13401,14,9,0,0
42320,14,6,43358,55096,169,27,12,1,0
14483,0,6,10365,20535,12142,30,13,1,1
25991,20,4,82051,35515,2198,35,8,0,0
36132,8,6,82765,62776,7311,19,10,1,0
34112,12,6,59005,67247,727,6,11,1,0
3784,2,6,25538,56348,2645,8,8,0,1
41884,14,4,71810,92401,13376,18,7,1,0
28679,1,2,14045,67378,2054,38,9,1,1
29642,12,5,7179,99241,5154,11,19,1,0
4643,12,6,80636,36830,2567,14,10,1,0
38423,16,1,25637,8193,7923,16,3,0,0
25754,10,7,59545,10021,1815,8,5,1,0
21277,2,4,33529,39808,6322,29,14,1,1
30520,5,3,9639,91172,3754,39,6,0,1
28100,20,5,99325,11340,7018,35,4,0,0
7506,6,6,79867,870,1879,26,5,1,0
22330,5,2,36607,44060,6264,27,9,1,1
26366,17,2,30054,73307,9841,25,6,0,0
35279,8,3,97400,15491,5911,21,19,1,0
44317,22,3,85015,99696,8328,25,11,0,0
44026,20,2,92396,42870,5230,38,16,0,0
39903,18,5,75328,91492,12200,28,14,0,0
29700,5,3,52203,72348,5998,36,6,0,1
17465,4,5,12561,21745,7014,37,6,0,1
2051,8,5,50565,58899,7947,29,16,1,0
26788,5,5,89938,50016,8743,11,5,1,1
18469,13,7,25719,99982,14665,12,9,1,0
11414,8,7,33211,23270,8465,36,2,0,0
31363,18,2,4129,51333,12495,32,11,1,0
14532,9,7,7088,89067,10548,28,6,1,0
49843,21,4,44880,3364,2268,25,5,0,0
41526,14,2,35402,49777,4453,5,14,0,0
10359,20,1,54743,37286,8325,34,16,0,0
10226,5,2,50350,75237,1697,26,1,1,1
30822,8,6,84657,12899,12237,34,12,1,0
12107,9,5,51290,74659,8153,5,6,0,0
25005,2,5,99559,9060,12258,17,13,0,1
27319,23,5,18649,80756,3660,9,18,0,0
16049,19,6,68014,95111,8748,21,1,1,0
4409,21,3,65933,21161,2011,37,14,0,0
32980,6,6,34015,5391,13925,10,8,1,0
44643,10,4,44797,14028,11897,34,15,1,0
36601,19,2,18355,8560,8149,30,1,1,0
38954,20,2,17171,86941,8611,14,18,1,0
18618,8,3,35852,10357,13500,24,2,1,0
26272,22,4,62042,65492,14600,34,3,0,0
4530,1,1,82373,71659,11149,39,2,1,1
6264,1,5,19308,62030,1612,3,5,0,1
27618,16,7,19574,15942,13506,10,18,0,0
28636,22,7,73863,98857,12395,24,14,0,0
2586,11,3,72145,46075,8393,10,5,0,0
27835,6,3,55169,67191,9041,6,0,1,0
45510,17,6,88503,64706,7697,5,13,0,0
8634,4,2,53465,54847,11725,13,19,1,1
22017,21,6,92119,32940,4297,8,8,0,0
4030,13,1,21912,82107,3802,6,16,1,0
42775,4,2,48089,32510,12601,1,10,1,1
367,8,7,11935,51143,11582,10,1,1,0
44009,0,3,49816,29191,8193,20,0,0,1
32305,6,7,43309,46013,10474,36,19,0,0
35567,1,4,72650,89847,4770,24,8,0,1
47726,15,1,53803,32609,5609,3,5,1,0
13054,7,1,40258,57053,276,4,0,1,0
6675,4,3,69822,65257,8300,16,18,1,1
8952,12,7,93252,66504,13955,26,9,1,0
22678,12,4,92586,63479,691,36,9,0,0
21151,7,1,97842,91891,7960,18,4,0,0
43325,18,1,60248,76676,5786,9,4,1,0
10009,22,6,37209,91027,13581,9,2,0,0
32203,3,1,71666,4618,2902,32,17,1,1
2870,13,3,69827,22412,3227,37,15,1,0
13838,23,6,28902,38259,8199,6,8,1,0
38304,11,3,98650,70965,2844,8,9,0,0
42310,10,4,17311,46297,130,21,9,0,0
40322,11,6,92986,94352,4850,22,17,1,0
10326,22,3,38552,76714,10987,14,1,1,0
3271,7,4,85550,79369,4689,10,15,0,0
11927,1,1,96446,54895,418,37,19,1,1
7957,14,1,4123,72114,13754,19,11,0,0
24839,5,2,27894,93608,4447,11,17,0,1
31024,20,2,89415,19953,930,16,19,0,0
2638,20,7,91711,42499,5172,31,19,0,0
22838,19,7,90223,81262,14818,14,19,1,0
15265,8,6,45975,28253,12055,9,8,1,0
36160,11,4,50819,91492,11604,6,8,0,0
32418,23,7,32350,37975,3137,26,0,1,0
10195,0,4,54535,92581,6611,12,10,1,1
27442,22,7,56974,63053,12124,13,19,1,0
2414,17,2,17719,69590,3450,4,8,1,0
27630,11,6,25574,38577,12190,1,9,1,0
44450,13,4,20835,29037,4443,36,10,1,0
36155,21,5,95029,86310,8828,8,11,0,0
21078,1,6,40676,2958,8281,20,10,0,1
32041,16,4,7735,67887,12132,23,6,1,0
11972,1,7,72035,30499,13658,22,9,1,1
43753,23,7,96550,74132,2014,8,17,1,0
592,17,6,37642,64951,4111,37,18,0,0
17133,21,5,71895,38218,12457,9,19,0,0
16231,23,4,56086,23206,12988,27,9,0,0
17164,0,5,14490,20465,6539,6,14,1,1
46615,11,5,7157,4355,1784,26,7,1,0
6817,21,4,19449,66131,14890,30,10,0,0
16185,7,1,83806,48219,9987,9,11,1,0
37676,17,4,25379,52998,3181,33,13,1,0
33,21,2,73754,37375,6427,17,10,1,0
3944,4,3,59282,15171,13766,32,10,0,1
31093,22,7,33327,96662,13258,35,16,1,0
817,19,3,81253,78879,5979,38,13,0,0
26174,1,2,20326,48196,5061,33,2,1,1
29829,23,4,84483,27269,8262,26,11,1,0
7297,19,6,21729,45386,5111,39,3,1,0
39086,9,6,69015,13164,2937,18,4,1,0
478,22,5,74138,98034,9649,11,19,0,0
28604,10,5,42806,28044,9961,28,5,1,0
23037,5,6,64186,66048,11715,22,7,0,1
12484,16,3,28529,22230,13120,2,13,1,0
17143,17,2,42879,64121,11752,15,12,1,0
18966,16,5,65914,22531,8869,22,4,1,0
44023,18,1,521,48666,14053,21,8,0,0
11949,0,7,39852,23584,5304,32,15,0,1
5787,18,6,64957,54259,14898,34,2,1,0
21335,16,7,42593,16601,14016,10,15,1,0
3118,13,7,82109,53486,2429,18,0,0,0
44649,9,5,12152,43844,6386,26,3,1,0
1882,17,5,60826,93427,633,1,13,0,0
28883,8,5,99314,64075,7961,6,2,0,0
5889,0,7,29935,91996,6661,7,0,0,1
17562,17,5,26136,70409,4904,30,17,1,0
24580,6,6,50290,92604,567,28,6,0,0
22705,13,3,80110,48071,4366,24,18,1,0
41739,16,4,7376,70824,13313,7,15,1,0
30111,10,3,1857,16121,7730,8,11,0,0
11096,5,7,54400,46545,6406,29,19,1,1
12670,7,3,70109,91767,12970,9,17,0,0
27824,16,4,34342,72260,12987,15,1,0,0
19343,20,5,69441,8833,12604,27,19,0,0
7029,18,2,36323,90269,4692,10,12,0,0
10139,13,3,86662,60840,8562,28,11,1,0
46876,17,1,80159,39032,5561,9,3,1,0
33410,10,3,50829,90692,9594,6,0,0,0
2037,8,1,5389,31704,8048,17,15,0,0
8492,1,4,7872,49701,7732,23,15,0,1
24777,14,2,1744,80225,13236,14,14,1,0
45794,2,2,22999,59196,1930,7,4,1,1
40730,19,7,93080,55245,6752,32,2,0,0
41889,1,4,5589,49547,1717,20,16,0,1
42886,9,5,39380,74161,13927,4,8,0,0
40682,11,4,51640,32694,5948,33,19,0,0
40423,11,6,40585,34519,14895,20,15,1,0
49080,10,6,56749,80845,1072,25,7,1,0
19422,0,4,83154,37475,7699,2,9,0,1
30315,1,1,48932,62115,2817,34,17,1,1
7808,23,6,64161,45332,11056,10,12,0,0
9847,5,3,9469,86975,2133,13,15,1,1
35798,16,3,58607,39393,3966,4,0,0,0
27551,18,3,89063,45604,4018,20,4,0,0
49096,1,6,53413,6833,9521,24,2,1,1
17698,16,1,64522,89223,13154,33,18,1,0
22975,11,7,86664,93382,7562,11,0,1,0
10696,6,7,80616,88858,13782,28,8,0,0
3850,22,1,63373,36044,770,27,12,1,0
19002,14,2,85538,51142,7055,12,4,1,0
16730,18,7,87804,3148,12934,34,1,0,0
46894,12,4,73077,70574,1223,18,5,1,0
6613,23,6,82540,19082,1738,7,6,0,0
38456,5,2,21911,19452,3356,31,10,0,1
49576,8,6,69457,67906,12281,9,17,0,0
27399,4,1,56910,28699,13408,33,17,1,1
36305,22,1,98320,83230,873,37,1,1,0
36794,9,2,52014,93514,1915,2,17,1,0
25854,15,7,18198,14122,8121,35,5,1,0
25341,22,6,1437,55187,2798,24,17,0,0
30133,6,5,5867,99918,10411,28,7,1,0
26594,14,7,61023,48362,14600,27,8,1,0
6732,1,7,69110,79961,5532,6,19,0,1
36520,16,1,35892,37132,565,21,19,1,0
46912,11,4,3853,92263,767,25,15,1,0
20721,10,1,43606,24355,6740,29,7,0,0
23333,15,1,73896,40558,4008,23,9,0,0
33001,14,7,37059,90010,14942,32,7,0,0
21357,13,3,90514,84431,3787,36,11,1,0
35141,14,5,90119,71077,995,32,7,0,0
8683,16,4,17919,25939,3454,25,17,1,0
34851,10,6,49831,48004,7755,39,7,0,0
13931,17,6,58563,66514,3250,29,14,1,0
44317,16,7,667,98378,7526,13,5,0,0
36215,19,5,40169,43695,7229,12,16,0,0
38274,0,5,32964,39930,9378,32,14,0,1
20748,16,2,13645,77995,12287,23,19,0,0
2484,11,3,46693,85992,8506,14,7,1,0
37147,10,5,58138,53610,13629,11,5,0,0
49515,0,3,579,66800,10551,7,0,0,1
13743,2,4,65074,32606,13505,3,8,0,1
10144,14,6,41325,96632,2081,8,14,0,0
23532,12,4,3192,35813,8618,5,4,0,0
44453,6,6,62541,10425,11958,10,9,1,0
8031,3,6,3522,19543,12161,9,0,1,1
31471,14,2,92281,53966,1118,7,13,0,0
36448,20,4,89112,88373,839,14,9,0,0
14889,15,6,35573,17047,9325,6,2,1,0
24994,9,6,85417,8788,14423,25,1,1,0
40769,11,2,6383,33195,11195,10,18,0,0
36796,21,6,74197,17887,12531,30,3,0,0
32445,4,6,64983,4237,1224,13,19,1,1
31091,5,1,50441,86268,1259,1,6,1,1
30589,11,7,70724,40497,7603,4,4,0,0
16905,11,2,68234,33250,4427,9,10,0,0
34164,17,6,62765,65656,5262,2,14,1,0
30493,12,1,44169,44970,12344,6,14,0,0
8599,7,4,81885,5376,9070,8,14,0,0
42783,13,4,39611,72151,11454,29,11,1,0
21705,3,7,21017,32077,3952,24,6,1,1
20040,11,4,80722,4065,12743,21,3,0,0
46314,4,1,54266,74877,3759,5,2,1,1
32488,19,3,14295,63371,5697,33,7,0,0
43162,5,4,86748,18977,14630,14,12,1,1
16014,16,7,29055,67366,3660,30,16,0,0
31027,6,3,92838,20083,14978,37,13,0,0
5562,20,4,27484,89157,9639,33,4,0,0
48702,6,2,75219,58145,12299,27,4,0,0
34428,21,7,3679,93452,487,9,7,1,0
14214,0,6,21027,3408,13832,13,17,0,1
8988,22,5,30643,85246,462,25,11,1,0
42912,14,1,13326,81188,12369,36,8,1,0
10639,12,3,61062,37475,2736,7,12,0,0
40425,20,1,9616,97495,2742,27,15,0,0
37467,13,3,12019,9518,2847,20,17,1,0
3294,20,4,42822,68604,7329,5,1,1,0
44986,16,3,84138,26666,14510,22,10,1,0
27518,2,1,44955,14265,10997,22,10,1,1
31894,8,7,31938,1671,2742,9,4,1,0
32481,16,7,34652,87814,312,26,0,0,0
38746,8,2,26616,77364,8698,28,4,0,0
45147,19,4,9688,97953,10417,6,1,0,0
12598,4,3,19446,71001,13297,9,18,0,1
9649,13,6,42986,67964,5098,13,2,0,0
35878,9,5,15848,34268,681,8,4,1,0
33047,0,5,15960,92057,4790,26,15,1,1
16051,9,1,96812,62913,8738,19,11,1,0
30755,20,5,90548,10016,1816,4,1,1,0
47382,9,1,30062,20711,4576,17,10,0,0
43191,14,7,73264,9026,12026,27,15,0,0
38416,13,4,80969,30611,7021,29,3,0,0
5326,4,6,11319,37066,4569,25,11,1,1
39263,10,7,27091,66378,9386,2,0,0,0
29513,13,4,78672,61705,5822,19,18,0,0
28277,19,5,8296,87317,3867,22,7,0,0
29402,14,5,32946,19285,13321,9,3,1,0
5616,3,6,87765,11068,14330,26,15,1,1
18673,2,5,93847,36730,10555,28,6,1,1
17729,8,5,18524,37713,4921,13,15,0,0
24691,20,2,69500,38876,3887,8,9,1,0
22703,19,2,78688,27192,8019,14,7,0,0
16034,3,2,32493,65919,12045,38,0,1,1
48762,13,2,55887,83788,1865,10,1,0,0
19803,5,5,68525,64762,14998,17,0,0,1
42158,2,2,90448,58950,11669,36,19,1,1
23126,6,6,75957,91824,4137,19,5,1,0
45050,12,7,43554,86665,1312,5,13,0,0
40025,5,4,86966,71921,5370,1,14,0,1
5608,12,6,25729,33682,10476,28,0,0,0
38829,6,1,4087,5144,2374,39,17,0,0
20370,23,5,34012,11598,2347,30,14,0,0
41176,8,4,20095,77325,6222,32,18,0,0
49486,10,4,75648,16557,7184,17,15,1,0
7569,11,4,26694,27720,2318,26,0,0,0
12051,12,4,23146,80107,4223,38,12,0,0
44651,19,5,19454,18315,314,29,8,1,0
992,2,7,78742,32694,10751,23,9,0,1
12086,14,6,67882,63580,6133,26,14,0,0
28097,2,3,90959,17279,8662,18,13,1,1
47955,11,3,66067,810,13828,6,9,1,0
38022,12,6,10439,7553,10853,10,0,1,0
45807,20,4,79718,915,9539,17,6,1,0
32901,0,7,91653,88132,8353,25,6,1,1
15239,16,5,62423,32651,12021,23,11,0,0
9109,15,6,9488,84477,8171,5,1,1,0
2455,1,6,46408,88171,1759,17,7,0,1
41049,6,1,15813,10335,2269,8,14,1,0
49286,22,7,2505,33730,6672,9,4,1,0
49164,0,1,97963,50877,13432,27,1,1,1
47500,21,1,27132,94117,8128,3,3,0,0
13289,12,2,46966,83598,1851,26,7,1,0
37557,14,5,40123,37037,11402,32,7,0,0
47867,22,7,79077,79308,9487,15,12,1,0
20656,14,6,9200,6478,8009,39,18,1,0
21796,19,4,89088,69163,1680,21,14,0,0
25134,2,6,71760,97703,3905,24,11,1,1
1172,0,7,3721,52604,7569,19,18,1,1
16684,6,5,86270,96255,2891,16,8,0,0
28612,10,2,44782,85562,2712,29,8,0,0
20483,12,1,71739,42267,7163,38,1,1,0
7430,18,2,82481,43045,4667,39,19,1,0
39480,22,3,36469,96399,10950,7,2,0,0
45968,15,6,30211,54559,1559,7,1,0,0
9632,10,6,10757,44457,7904,23,8,0,0
35810,8,5,69252,7940,8689,18,18,0,0
46421,2,7,32397,17919,9076,4,6,0,1
28585,20,4,1345,42539,13118,38,9,1,0
12477,20,2,96886,90671,3694,13,8,1,0
19151,18,2,10688,91633,2949,3,13,1,0
12993,11,5,1839,82738,12620,7,2,0,0
7983,10,4,35277,27704,12612,9,2,1,0
24210,3,3,55993,4035,2884,4,6,1,1
42124,18,2,5863,7589,3445,28,5,1,0
20318,21,2,75960,95483,13790,7,8,0,0
27575,18,4,61957,17053,10322,37,7,1,0
23453,11,5,58500,47762,8475,14,15,0,0
43599,3,2,27099,99684,3906,13,8,1,1
27456,16,6,18393,1862,14020,24,3,0,0
40235,9,7,97792,67955,6176,22,12,1,0
19762,20,3,25887,28934,1625,35,10,1,0
25342,20,1,74081,1930,1193,19,14,0,0
8992,13,4,71680,97988,9748,26,18,0,0
1513,2,2,30695,77615,3890,38,8,0,1
9166,18,3,83433,61320,9790,32,4,0,0
41662,5,5,98642,76966,6250,10,15,0,1
19197,12,5,98433,54407,11959,39,9,1,0
39418,7,1,27175,40805,1303,13,4,1,0
27230,14,3,78576,86759,4786,24,9,0,0
29528,18,1,51806,72465,4822,18,18,0,0
25573,13,3,94863,22154,12312,32,1,0,0
44393,0,7,69003,70584,6241,2,5,1,1
21457,6,3,77323,64050,9185,12,17,1,0
38728,11,5,2317,69952,1892,3,9,1,0
42712,11,6,49099,29597,1738,33,16,0,0
49807,14,5,43240,79552,5014,33,1,0,0
3692,10,4,89943,68596,13893,9,12,1,0
13449,12,3,80612,83537,2526,27,7,1,0
36813,17,2,9953,47576,6992,4,0,1,0
15942,14,7,99994,11848,13279,32,12,1,0
30374,9,5,63016,26274,14770,28,18,1,0
958,9,1,17034,15744,13854,21,14,0,0
37908,16,1,64012,72003,13503,1,13,1,0
7374,14,5,55170,4467,10914,34,15,0,0
38081,18,7,44253,24533,13269,8,5,0,0
12377,12,7,16363,73534,5947,36,4,0,0
45528,10,2,54254,47208,7070,8,1,1,0
26327,15,3,96197,29545,8149,35,19,1,0
8833,9,4,79620,2026,14099,22,15,0,0
25432,19,6,34452,5293,14683,36,7,1,0
35536,7,2,8386,44058,3600,10,5,0,0
25400,0,2,22911,60317,13323,13,0,0,1
31506,7,4,76138,22226,1592,2,14,1,0
49355,18,1,93140,3674,14072,14,15,0,0
25663,8,7,56336,16656,9428,4,11,1,0
24942,21,6,45923,34376,5029,37,4,1,0
15275,8,1,9823,98755,2598,37,6,1,0
27877,23,1,67715,96411,5980,19,1,1,0
3685,22,4,65758,78120,4291,16,2,0,0
12095,19,3,63851,77900,6377,14,8,1,0
46679,2,4,24627,37810,4744,14,7,0,1
28671,7,4,83153,80570,7027,31,2,0,0
24526,14,6,82586,39128,7266,29,9,1,0
10590,8,6,52354,71606,7600,9,17,1,0
44660,16,5,77006,19985,8220,8,9,0,0
40712,18,4,42015,82023,12834,27,18,1,0
44542,7,4,11760,63904,10744,33,8,0,0
37631,22,1,20268,35141,4337,28,6,0,0
9063,23,1,13970,82937,12439,28,6,0,0
2066,15,6,79285,66963,4832,23,1,0,0
4975,5,3,87259,88072,11308,14,12,0,1
46766,15,3,50867,20779,3692,28,3,1,0
1676,21,1,31899,63785,9988,20,2,0,0
14466,9,6,61198,2124,8285,13,7,1,0
24028,1,5,93273,61127,12975,10,17,0,1
16349,19,2,99257,45909,4707,39,11,1,0
48583,12,2,58552,82974,14196,15,1,1,0
34808,15,4,81556,39208,9703,33,10,0,0
2986,8,7,56934,37399,4751,4,11,0,0
24836,2,1,76334,17164,13544,5,11,1,1
1409,2,4,83238,22977,14202,5,0,0,1
19791,0,4,15440,19223,8812,35,15,1,1
8727,14,4,74948,5852,6562,11,3,0,0
3592,18,2,56304,23283,8811,7,18,1,0
30541,3,2,75072,77405,9698,1,2,0,1
9374,15,1,21140,33295,6804,3,14,0,0
10510,10,5,39608,32572,13391,17,5,1,0
40177,16,6,82525,33813,6011,18,9,0,0
42842,0,5,85162,32072,10357,5,9,1,1
16204,6,5,20774,81841,2002,15,0,1,0
42820,21,3,66667,28772,4869,9,11,1,0
13295,0,6,21222,61787,4228,17,6,1,1
18595,6,3,47133,59870,12507,5,4,1,0
14582,21,4,45169,3788,2873,26,0,0,0
16562,19,3,18961,38573,9018,15,11,0,0
18438,4,6,30361,88994,5658,6,13,1,1
13490,16,1,50331,23075,7341,27,16,1,0
36049,13,7,80479,53084,9930,15,14,1,0
15969,7,6,69385,61725,6659,20,5,0,0
49876,1,1,72755,67577,12058,28,2,0,1
30868,2,6,19378,22986,8361,18,14,1,1
3150,13,1,15273,56507,11097,14,12,1,0
42726,0,5,83011,21523,10259,22,7,0,1
37042,17,1,40025,87017,13612,15,19,1,0
45134,8,1,9108,21560,4952,31,9,1,0
38651,6,5,74949,53600,1492,18,19,1,0
18764,21,3,99048,66224,10531,13,16,1,0
45058,6,1,52579,39118,7930,13,12,0,0
