amount,hour,day,senderBalance,receiverBalance,distance,deviceChanged,transactionsLastHour
986,4,3,72875,82782,4,1,4
2106,5,3,187495,26622,16,0,4
2610,14,4,165441,97981,49,0,4
968,22,4,65012,70074,43,0,4
844,13,2,17442,92826,59,0,1
717,14,3,92087,79919,0,0,7
795,11,6,98280,85218,6,0,3
2164,5,7,88301,6902,70,0,3
3584,17,6,127428,20575,60,0,3
2532,7,4,95388,97220,42,0,7
4352,13,3,132048,84040,32,0,4
3380,20,1,173147,65587,16,0,2
3597,7,2,138485,91574,27,1,1
1160,9,1,183625,55359,61,0,3
4091,22,4,13933,69207,49,0,3
216,19,2,151452,19212,14,0,7
2177,8,4,92846,40300,24,0,1
611,7,6,170043,57152,75,0,2
3282,2,3,126822,21114,37,0,5
3896,12,6,93116,39973,22,0,6
668,23,4,148194,44827,23,0,6
3657,22,7,179257,77794,63,0,3
4543,11,2,186191,84324,56,0,1
2978,5,4,102294,44755,50,0,4
4310,3,6,20839,3155,6,0,1
416,19,6,129264,49974,52,0,5
4509,13,2,118782,59973,62,0,5
2234,0,1,29085,64964,13,0,5
4278,5,6,49608,20192,3,0,6
2856,1,3,57243,59618,24,0,7
1227,14,4,173610,6833,13,0,6
1047,2,1,112955,25832,33,0,2
1293,3,5,60097,4487,8,1,2
3197,19,2,76031,85217,61,0,3
3554,9,1,75687,27804,66,0,5
3317,20,1,32256,7125,18,1,6
3144,19,5,129925,34822,73,0,7
2679,19,2,149010,6717,43,0,2
4691,20,1,28461,21710,8,0,1
2412,15,5,171033,44007,62,0,7
852,19,1,90823,52431,4,0,1
1304,17,6,26673,11367,45,0,5
497,2,6,17693,10241,59,0,4
1827,12,4,19999,7376,20,0,7
1167,10,7,103331,21615,28,0,1
1274,23,2,142649,84171,30,1,2
371,2,6,158415,51822,75,0,2
4453,14,6,84023,52324,13,0,5
2949,21,6,87864,44739,77,0,5
4460,12,5,136895,93008,44,0,5
3020,12,4,148041,64059,53,0,1
553,9,1,51526,48717,34,0,5
86,16,1,140673,13930,23,0,2
3821,8,6,118251,41854,54,0,2
4460,1,7,45264,34326,51,0,2
1824,11,7,181148,69861,63,0,6
171,1,5,33896,51629,18,0,5
4945,6,5,118216,68782,26,0,6
521,22,1,46559,12075,43,0,7
3579,9,6,101307,93174,67,0,6
2753,7,7,170426,4824,63,0,2
1320,1,4,71013,61022,74,0,5
391,23,6,159756,30858,18,0,5
2101,13,6,95429,5629,72,0,2
2294,4,5,137405,70205,48,0,6
2711,14,6,169586,90893,63,0,5
1098,15,4,47510,40137,2,0,1
4032,16,4,166957,66214,0,0,7
2928,18,4,145661,19077,54,0,4
1572,8,1,102583,76019,9,0,2
2749,8,3,144781,26358,16,0,5
147,17,2,91728,48259,23,0,4
3265,2,2,100894,14907,5,0,2
2599,8,3,136241,93449,39,0,1
3494,3,2,85459,62104,72,0,6
3975,16,2,10380,51298,53,0,1
2449,7,7,76519,20178,37,0,7
3813,22,6,46911,84422,8,0,3
2364,7,2,117824,36779,30,0,3
820,9,4,165557,41285,31,0,7
2989,12,6,54948,35725,76,0,4
2958,19,6,92404,42997,7,0,7
1788,0,6,198953,59609,50,0,7
1763,13,2,15728,84911,54,0,2
4638,9,1,39103,71949,60,0,6
1997,3,6,88905,28868,42,0,5
262,20,5,139461,10458,1,0,1
2102,17,1,21937,38672,74,0,5
1843,2,6,65482,80098,40,0,6
1489,14,5,120910,21967,16,0,5
1145,8,2,135145,3506,72,0,1
3253,7,3,192660,4090,48,0,2
983,1,5,171746,1570,52,0,7
792,19,5,29198,62201,55,0,2
549,17,2,173515,2663,76,0,6
515,7,5,38500,20897,35,0,1
2331,16,2,116118,58320,16,0,6
1382,4,1,35783,42249,17,0,2
4868,11,1,64834,83060,51,0,2
3913,20,2,195241,87366,70,0,1
3574,11,3,111888,59185,16,0,7
2963,11,7,96150,58371,3,0,1
259,11,1,156649,43320,38,0,3
3690,20,2,118389,55435,68,0,5
271,4,2,130176,23778,68,0,3
4792,12,4,15052,20521,58,0,3
1406,9,5,107617,23030,45,0,6
3682,14,5,23055,88508,21,0,5
2148,7,2,90909,37253,61,0,3
2779,9,5,96640,80045,61,0,7
3422,17,6,195606,64209,25,0,7
37,6,3,152615,20276,78,0,6
3732,7,4,157455,79578,34,0,3
2296,13,5,15862,55679,16,0,4
4365,1,4,109447,23942,24,0,1
4102,20,1,102435,70283,5,0,6
1617,15,3,61305,28973,77,0,1
4789,13,3,45693,97447,72,0,5
3003,8,5,132368,34539,48,0,2
1566,14,3,153673,27807,67,0,6
2123,1,6,91298,90147,38,0,2
4141,18,3,73908,82619,20,0,1
1768,1,3,31408,77313,27,0,7
89,18,2,148973,68759,9,0,7
1133,18,2,131691,36391,18,0,5
3618,3,1,95153,38748,38,0,1
4507,10,7,94364,10958,49,0,6
1851,15,2,170560,31493,57,0,5
1081,22,1,46410,55327,16,0,1
4184,21,1,191650,47390,31,0,3
1701,23,2,146779,14140,77,0,2
1664,6,1,107865,48287,63,1,3
3829,15,3,97662,96002,50,0,7
2757,11,3,155338,20195,47,0,5
1528,13,2,102357,76265,64,0,1
2004,22,6,191539,36133,11,0,7
2738,19,6,28557,71474,3,0,2
870,5,1,161647,81263,62,0,5
296,20,3,102661,60682,40,0,5
4581,11,1,71535,4760,20,0,6
1456,8,1,179202,44881,63,0,2
4944,6,6,149151,7895,75,1,6
4370,2,6,102812,34630,47,0,4
3805,15,2,10849,96836,4,0,5
856,5,7,178802,86203,33,0,6
1035,11,3,125801,16437,27,0,5
4563,16,5,18487,78384,28,0,2
825,22,3,169842,10734,48,0,4
1239,9,2,167249,41122,43,0,7
3922,4,5,170261,14510,6,0,6
2970,17,4,109533,60949,57,0,6
1163,10,1,135431,43642,38,0,5
3643,22,2,184575,87940,71,0,1
4874,16,6,21489,78281,58,0,6
2746,4,7,6316,71990,14,0,5
916,10,6,133295,24102,1,0,7
4690,14,6,126103,20693,46,0,5
2578,0,3,149741,26223,51,0,2
1385,16,5,199095,52500,53,0,5
2871,4,6,59909,12565,77,0,1
582,13,3,96837,50314,41,0,4
4308,14,7,33317,67753,42,0,5
1512,4,5,109134,96967,6,0,4
437,12,4,119527,99410,0,0,2
4200,17,6,164931,9576,50,0,7
1706,22,5,9321,6776,5,0,6
2005,6,5,142740,81880,3,0,3
661,0,3,43250,17076,16,0,4
2492,16,2,163178,80845,23,0,2
2487,15,7,79710,12352,26,0,3
3322,9,7,117363,67003,56,0,7
4517,12,2,112507,41309,13,1,2
4076,4,1,149751,93981,78,0,1
4867,13,5,165308,59735,42,0,4
2513,15,3,28439,96826,15,0,2
1549,9,3,177268,24569,46,0,4
429,15,4,30236,93735,65,0,6
1260,21,4,196414,79179,30,0,4
2738,16,6,77752,78248,41,0,3
425,18,1,114570,96547,75,0,1
1577,6,3,137166,12135,68,0,5
2681,15,3,63552,9046,70,0,3
222,22,3,70064,58184,19,0,3
3044,18,3,88652,39108,9,0,7
4878,11,3,142301,95311,14,0,6
3119,10,5,145596,89074,57,0,6
2028,18,4,46477,57987,30,0,5
4378,5,1,158033,27835,77,0,5
2426,15,4,131305,6839,32,0,3
1145,17,7,183152,75460,58,0,5
3814,7,3,140425,8832,18,0,3
74,21,5,85630,74471,48,0,5
4015,3,1,194053,18332,52,0,6
152,17,5,118289,38855,52,0,5
1653,5,6,13463,14336,38,0,1
3184,1,3,30407,63552,15,0,5
1604,4,3,27369,74098,0,0,5
283,13,5,193998,71599,49,0,1
1268,18,3,120259,42504,52,0,1
647,8,3,20828,54544,41,0,3
4138,19,1,28641,38479,51,0,1
1741,14,3,133773,43692,68,0,3
4484,21,2,112966,38827,17,0,2
2783,14,1,166340,86354,77,0,2
4321,20,7,162473,29502,6,0,7
4497,13,1,113924,14570,52,0,3
4504,3,5,83206,61098,63,0,2
3426,9,4,48839,40673,58,0,2
1440,7,2,52565,8806,76,0,3
3227,20,5,158577,29288,37,0,7
1682,22,6,92562,75310,30,1,6
1195,13,6,192460,11372,60,0,6
2630,9,7,100856,32261,66,0,2
2956,4,1,18138,38693,57,0,1
4463,8,4,17100,48930,45,0,5
1698,9,5,96641,97920,53,0,6
4044,14,4,12717,79867,22,0,7
4241,4,5,141800,33800,6,0,5
4855,14,5,117765,29688,55,1,6
1411,17,4,195076,3438,39,0,2
609,10,1,55998,56744,53,0,5
1845,1,7,103452,14105,51,0,3
1949,18,2,194469,62415,64,0,7
4828,9,4,177027,79565,28,0,5
2055,0,5,150919,48191,49,0,4
3639,18,3,86163,59764,63,1,1
3321,1,4,31571,52119,73,0,6
4878,17,3,128273,37498,13,0,3
37,20,4,44191,55453,37,0,3
1078,21,2,115780,46706,60,0,1
1332,15,3,65964,54678,22,1,7
3811,16,7,146220,83819,21,0,1
2263,13,1,52431,89921,79,0,6
1023,23,4,140875,83897,5,0,3
2644,5,6,50775,75676,14,0,1
4033,18,1,54047,96289,72,0,2
1992,8,3,90490,40265,62,0,7
2429,23,5,87593,8312,17,0,3
1076,9,5,103991,79711,68,0,4
429,22,6,77427,88513,14,0,1
3902,23,7,96190,63771,3,0,6
3367,9,6,185838,4078,35,0,7
4525,12,4,27064,73287,58,0,2
2339,3,3,77317,87826,75,0,6
759,12,5,173535,49990,16,0,6
4768,13,4,187385,30251,50,0,1
4928,17,3,70435,75667,18,0,3
3319,2,3,138523,66560,74,0,1
70,16,7,102229,25248,66,0,1
2482,21,6,131967,36732,40,0,5
3263,14,1,14554,92049,35,0,6
1712,6,4,22038,23219,47,0,1
4816,3,2,28116,7674,61,0,1
1973,2,7,10177,12160,75,0,4
1533,5,4,57105,77151,24,0,7
249,10,2,13611,14872,47,0,3
2036,6,3,184788,67704,31,0,4
159,12,5,109448,10888,13,0,3
3011,8,1,82763,18907,38,0,5
3681,1,2,38367,81634,78,0,7
4242,11,7,121322,36765,46,0,2
1769,18,2,27592,24618,48,0,5
124,21,1,20701,76281,15,0,5
2998,15,3,188239,10013,73,0,7
3797,8,5,185783,47097,10,0,3
621,19,2,77972,48219,45,1,5
1255,16,5,21375,3711,53,0,2
4964,17,5,177022,13920,0,0,6
4800,5,1,160763,34799,78,0,4
3648,15,3,51546,93087,9,0,2
173,14,5,35030,56313,70,0,3
2305,0,3,186572,27379,75,0,2
442,15,4,74353,96029,46,0,7
1004,20,7,22341,96140,37,0,5
4884,19,5,129773,72728,18,0,7
1166,14,2,75831,13264,6,0,1
3890,2,6,32431,43290,31,0,4
2256,19,1,134132,73994,23,0,4
2169,6,4,33491,17080,64,0,2
4739,10,5,152665,17167,38,0,7
3848,11,1,144763,10756,22,0,5
3132,15,1,179380,95436,21,0,7
3538,13,7,91348,74065,45,0,7
2118,11,4,149444,38682,37,0,5
3825,15,2,85565,50574,75,0,6
3186,17,3,87607,50874,30,0,3
2722,3,2,177466,50635,62,0,2
1030,21,5,191690,50999,55,0,6
41,16,5,146376,41645,26,1,7
2325,20,4,103369,13420,8,0,2
594,6,6,75780,31929,15,0,7
2214,14,5,77554,11621,21,0,3
1452,23,2,126403,35245,59,0,2
315,1,7,81942,91975,63,0,2
2749,22,3,157612,58450,40,0,1
4654,7,5,192237,59855,18,0,5
3042,18,6,42487,13943,70,0,5
2856,0,3,77158,26280,61,1,3
3732,14,1,114578,48656,61,0,2
2253,17,4,170600,62351,4,0,5
3246,10,4,147412,97629,60,0,4
1791,10,3,154332,55515,6,0,6
2760,0,3,172116,50600,33,0,5
807,8,5,100716,14102,6,0,7
655,1,3,159212,56779,45,0,3
3085,0,2,23540,74480,62,1,2
3515,11,6,59781,8087,5,0,5
3073,9,7,120310,72609,63,0,2
219,11,3,18894,30160,5,0,4
2509,5,7,50311,96381,7,0,1
2331,12,6,131861,42098,16,0,6
4083,5,2,169483,81522,73,0,3
620,14,4,46876,81192,23,1,3
2282,19,1,120407,43974,16,0,7
1743,22,7,112767,68951,74,0,4
3064,11,5,124247,52901,28,0,5
3112,12,4,150138,64804,1,0,6
3570,7,5,128056,91088,31,0,7
224,23,5,46556,10909,75,0,7
3447,10,4,16408,36607,57,0,3
1145,21,2,15101,19631,20,0,2
1558,15,6,67110,20215,72,0,7
4533,7,5,146583,20923,62,0,4
1763,8,1,28266,65555,19,0,6
4851,9,3,190248,42733,30,0,2
4645,3,5,188534,38353,79,0,7
3261,3,1,103598,2238,74,0,1
1108,23,2,56341,51374,22,0,4
4333,23,2,193326,85029,70,0,7
888,4,6,171243,9262,6,0,2
4693,9,7,117781,31280,68,0,1
1095,19,1,102994,60801,43,0,6
628,12,3,188260,27825,33,1,5
4442,10,2,142175,16900,47,0,2
1305,4,5,108603,79488,22,0,6
1278,1,5,156836,60912,65,0,7
3703,4,7,168189,21753,48,0,5
141,11,3,53263,92502,54,1,3
3218,23,1,167219,30114,14,0,6
2886,15,2,115436,3966,76,0,1
135,21,3,137019,79101,38,0,6
3065,12,2,41973,88091,13,0,7
4901,13,1,151477,53763,1,0,3
3469,12,2,155402,82266,36,0,3
1547,0,4,67293,37688,61,0,1
274,12,4,116411,43262,29,0,4
3614,10,1,169998,87287,22,0,7
1154,4,6,85754,44968,58,0,2
993,12,1,66321,12526,36,0,6
1049,23,4,9213,23797,10,0,2
2757,7,5,148659,23555,39,0,3
2213,3,4,137216,33699,11,0,6
570,3,6,73947,35457,55,0,6
590,16,1,168958,85963,76,0,6
596,2,3,51529,52714,55,0,4
4368,15,5,65385,65736,53,0,5
4300,14,3,18432,68058,63,0,1
1489,21,3,55357,56812,16,0,7
4914,16,3,49711,23805,47,0,2
757,15,2,79310,3205,18,0,7
4826,20,2,7808,14851,38,0,3
3613,19,7,41681,65509,11,0,1
1186,20,4,98699,89456,14,0,7
3939,6,4,196074,86683,31,0,5
901,11,1,170202,1925,15,0,2
2587,12,5,21151,77133,11,0,5
3807,3,1,72114,46366,39,0,2
717,5,6,137852,47579,78,0,2
3549,14,1,54460,71975,60,0,4
255,14,5,35086,50671,77,0,5
4319,15,3,172893,89732,24,0,6
2379,21,5,167498,95877,17,0,5
1854,18,4,97675,92634,54,0,1
248,15,6,34715,37415,32,0,6
3662,6,5,149875,7307,67,0,7
1545,20,6,13727,56406,52,0,6
1031,11,6,137475,57971,55,0,3
4274,4,5,57485,48830,66,0,3
4227,20,4,54262,7023,63,0,4
1387,12,4,149868,41972,37,0,6
672,21,5,95805,26757,74,0,7
4181,8,3,182380,4846,71,0,1
3724,7,4,186034,89672,45,0,5
3300,5,3,133457,3251,73,0,7
933,21,5,160663,61940,61,0,6
2985,2,3,154202,38077,56,1,1
1578,18,3,123179,28122,69,0,4
1057,16,3,132728,13822,32,0,7
577,0,2,32281,89017,5,0,1
4839,3,2,138866,60204,8,0,3
1900,3,2,55790,82120,7,0,7
170,8,3,92826,95977,54,0,1
4422,2,6,23722,88508,65,0,4
2432,5,7,155371,57050,20,0,3
2321,17,4,110578,18986,70,0,1
451,0,6,55054,39487,68,0,2
865,12,1,20817,54832,48,0,7
205,22,5,182887,89911,54,0,7
3117,1,2,31639,3792,36,0,1
1041,23,4,75511,92997,17,0,4
1868,17,7,125295,85886,34,0,2
3847,20,5,168415,75783,11,0,7
1375,14,7,22400,21002,25,0,2
3468,1,4,161118,24664,5,0,6
885,13,2,45533,6404,59,0,5
3539,20,1,177413,2236,76,0,3
3789,13,6,43655,78022,51,0,3
880,6,1,157775,45191,54,0,6
4503,1,3,166897,8750,76,0,7
2281,10,2,126869,58290,1,0,4
855,15,3,29967,37023,16,0,6
2056,17,2,21350,55820,69,0,2
2042,18,4,60214,96373,0,0,7
3814,20,6,50420,90758,61,0,5
1881,1,5,25497,80714,44,0,3
2381,18,2,192557,69850,35,0,7
4745,6,2,106110,19639,58,0,7
1760,3,1,71988,19706,6,0,1
3673,6,7,38937,22094,0,0,7
3358,10,6,36854,61796,56,0,6
737,12,4,186365,16029,67,0,3
3752,3,5,136432,3632,66,0,4
1766,10,4,60178,58584,25,0,2
4328,3,2,194721,44069,72,1,7
2659,23,4,176323,26165,15,0,3
2432,2,3,156391,37726,52,0,4
17,2,2,91348,92368,69,0,5
694,18,2,88744,89590,13,0,5
3581,15,1,161778,80854,51,0,6
2784,12,1,103908,81225,14,0,1
268,3,7,84876,78373,4,0,7
3874,11,1,181029,29429,42,0,3
3439,9,4,189802,58557,78,0,2
3970,23,6,89752,48259,49,0,7
171,10,3,189714,22280,57,0,6
3998,22,1,94928,29087,0,0,6
4621,0,3,71761,72310,35,0,6
4430,14,7,52055,52599,40,0,1
2022,15,2,59457,91159,1,0,1
1177,2,7,185029,19281,3,0,3
4706,0,6,187167,12338,24,0,1
2835,16,4,185753,89304,5,0,6
3733,8,2,60998,98816,52,0,1
2063,1,6,126992,95018,15,0,7
3430,11,7,155695,21249,37,0,4
4036,9,6,108412,35551,46,0,2
3004,18,2,196406,95400,41,0,5
3699,11,6,137192,17491,22,0,6
344,22,4,146112,67302,0,0,6
1498,1,7,154829,26412,50,0,5
4844,17,6,175830,95324,78,0,1
2460,4,2,13002,76427,3,0,1
1317,15,1,179458,94786,75,0,5
1438,0,1,191524,54812,39,0,7
1277,12,3,144337,25671,44,0,3
267,10,6,156881,71886,32,0,7
3363,10,6,23458,17006,0,0,7
3175,7,3,134282,10102,35,0,2
2169,17,6,84570,93656,49,0,7
3709,11,2,62402,63539,43,0,4
507,15,6,182456,72746,76,0,1
1617,16,3,115363,99994,55,0,6
2365,13,6,181805,57915,47,0,2
3455,2,2,117833,53383,55,0,1
895,0,6,73590,9977,72,0,7
563,3,4,15011,49039,64,0,4
962,14,5,160791,21150,64,0,7
4782,19,5,184577,58899,73,0,2
2365,5,4,128355,92450,12,0,2
3712,21,2,148111,46161,62,0,2
81,18,3,164500,10096,51,0,7
3958,7,7,28902,57188,44,0,7
3930,14,1,63293,82298,66,0,2
2426,7,2,126739,84504,22,0,1
2175,23,1,151696,11352,37,0,2
3298,14,4,55044,88089,8,0,3
631,2,1,36459,91932,27,0,7
3356,21,6,74678,82606,47,0,5
2015,15,4,85260,56871,6,0,6
1079,7,5,50101,61115,27,0,1
3750,8,1,24477,17127,62,0,2
335,22,5,47464,14714,78,0,1
965,11,3,101988,6136,67,0,7
4149,12,5,116073,52188,6,0,6
2277,13,2,128651,39082,24,1,6
3142,5,7,156015,40460,2,0,2
4449,0,4,52367,31802,8,0,4
3300,17,2,13645,96977,76,0,4
3690,20,2,83647,46200,9,0,3
1419,2,6,28022,72148,40,0,3
2037,0,2,75639,25090,1,0,3
1308,9,5,20615,1881,55,0,2
4278,6,4,179996,23966,56,0,1
998,5,2,122296,62858,4,0,2
188,3,2,100153,15244,19,0,2
2934,18,4,88301,36895,44,0,1
3135,4,3,88748,12252,13,0,4
3951,18,2,32648,70654,63,0,4
434,17,7,127416,82454,38,0,6
574,11,1,127722,50284,64,0,7
3636,17,6,74498,59824,4,1,4
2954,23,5,158792,26090,21,0,2
93,15,2,168024,51374,58,0,4
1599,16,1,62352,31615,38,0,1
119,1,2,73759,89047,79,0,7
1359,6,5,151746,16426,55,0,3
1967,16,3,35497,28723,69,0,3
3897,23,2,86434,80925,54,0,5
3524,18,2,81407,80072,57,0,6
3227,2,1,58509,62970,42,0,5
957,8,7,80348,86275,45,0,4
2586,1,4,195409,51697,29,0,7
626,6,7,132059,52408,2,0,4
2339,9,2,188501,88350,9,0,7
4667,1,5,68305,43851,14,0,5
4702,8,4,105578,93345,78,0,1
365,10,1,148751,22058,18,0,3
2477,3,3,164282,46693,79,0,1
4275,23,1,156343,66875,69,0,3
1655,4,5,97799,57467,53,0,7
4451,0,1,5638,74245,23,0,3
3715,3,7,145813,64004,49,0,2
4440,8,7,123778,18399,79,0,1
2144,7,2,5184,96923,57,0,5
3524,1,7,55546,36120,19,0,2
3954,21,6,166341,83410,30,0,4
4705,11,5,51865,48404,79,0,1
426,21,7,35737,55325,26,0,6
1954,1,6,196931,64236,35,0,4
4814,6,6,103156,82132,3,0,1
689,6,5,131530,46678,30,0,5
1494,14,3,193307,7125,12,0,5
4480,8,3,15114,1637,9,0,4
2243,12,6,43368,78185,65,0,7
1515,18,2,70316,71856,23,1,6
467,18,2,198899,32437,39,0,4
4079,11,4,155694,75975,5,0,6
135,13,4,65477,66035,7,0,4
4241,8,5,193124,92856,18,0,4
644,19,5,88213,61432,12,0,3
3400,13,1,130212,16396,45,0,7
2702,20,2,128761,89670,29,0,1
3044,9,2,23961,34443,7,0,2
1286,16,2,59086,8131,32,1,7
3757,5,4,29236,26110,6,0,4
655,23,5,140724,73370,44,0,5
374,9,3,183742,6272,44,0,4
1549,9,2,154058,85624,72,0,2
3421,8,2,154874,17411,15,0,3
4671,17,6,156409,93901,37,0,5
4983,20,7,96054,20851,52,0,4
3202,2,2,17697,93469,39,0,2
2277,12,7,42249,24849,33,0,5
4597,4,4,58462,86984,1,0,3
675,15,6,179060,94803,22,0,6
1198,19,6,37261,79879,16,0,5
2746,16,5,166356,12646,62,0,5
1945,2,1,178553,89669,41,0,7
2572,0,3,108140,37994,48,1,4
552,1,6,28652,64295,30,0,2
4520,14,3,68253,49841,45,0,7
567,0,1,51652,61941,44,0,6
2635,7,6,69578,20121,37,0,5
1441,21,2,181366,87127,47,0,4
3984,17,6,107769,86222,33,0,5
2312,3,6,167884,29760,7,0,3
532,19,7,127659,62265,13,0,1
3289,17,1,143599,4072,59,1,2
4501,16,1,11855,57553,25,0,5
562,1,3,92393,52397,30,0,6
3800,18,4,111993,60439,1,0,5
3977,23,6,169760,98065,35,0,2
1220,13,5,15272,7212,79,0,5
923,5,5,164697,29831,41,0,6
4801,21,3,25121,36547,26,1,5
804,19,3,67607,66638,43,0,6
1457,22,1,82760,7172,29,0,2
4580,18,3,52907,10449,54,0,4
966,19,5,7512,81982,24,0,4
2792,5,3,179847,13227,19,0,1
2038,1,7,154385,76186,23,1,2
2423,10,2,34854,97742,73,0,6
1388,12,2,126232,57724,66,1,6
1699,8,1,79453,8784,17,0,2
4629,3,7,31154,26650,4,0,7
3443,23,1,186315,69595,43,0,2
1684,8,3,161865,53204,26,0,2
4049,20,5,149455,71784,57,0,4
4856,22,4,199555,23457,16,0,6
1532,19,2,72275,2525,69,0,4
4734,2,2,18193,97558,40,0,3
2182,8,6,166764,71490,3,0,1
1034,11,3,100808,51093,58,0,7
843,14,6,21760,78614,39,0,3
1068,19,6,164720,93712,56,0,3
2665,7,4,171857,63806,3,0,6
2546,22,5,139868,76589,23,0,1
3543,1,2,90017,67561,21,0,1
3631,6,4,84941,58544,51,0,6
2981,4,3,194001,86265,14,0,1
4110,4,6,148573,31131,14,0,5
54,21,5,131121,52920,68,0,4
1936,4,3,189498,59824,22,0,4
26,15,7,188097,60938,29,0,3
625,4,2,48809,21791,24,0,7
3183,1,2,198399,94386,10,0,5
2161,14,4,127850,21948,68,0,5
895,16,2,143721,30002,35,0,6
3627,14,5,82627,75635,31,0,2
564,15,3,41104,40137,50,0,5
2845,6,7,41392,85267,34,0,2
4921,6,7,145089,26700,56,0,4
2119,18,1,160092,98239,25,0,2
4104,18,4,35755,96641,32,0,4
4434,7,2,62564,15102,69,0,4
1031,13,5,126237,94960,33,0,2
117,4,1,122182,77693,67,0,5
3585,23,6,105330,93480,78,0,4
456,17,1,76494,81241,44,0,5
3539,0,2,71224,26365,28,0,4
1697,11,6,65883,13713,70,0,7
4549,16,6,44435,13976,45,0,5
1386,10,2,192471,49437,34,0,5
2897,18,2,28997,67876,25,0,7
3306,10,5,181680,85612,65,0,2
1507,11,6,184012,11935,51,0,4
211,5,7,7590,40893,52,0,5
3614,21,4,180965,12924,54,1,6
4061,21,5,72827,48163,10,0,3
1051,21,1,41389,4352,31,0,2
3555,17,3,112276,89672,49,0,1
3108,3,1,199958,76902,5,0,4
2267,21,7,161259,80688,45,0,3
2822,10,1,161587,81952,8,0,2
786,12,4,59476,97279,73,0,7
1093,21,7,79099,91790,73,0,1
2006,14,4,103053,88091,11,0,3
239,0,2,37822,21750,63,0,7
3380,9,1,78331,6271,73,0,3
2620,4,3,161007,32748,27,0,6
1428,7,5,109135,23347,14,0,7
3639,6,7,32729,39585,67,0,1
383,18,3,133750,76993,50,0,4
4454,19,2,197537,14146,13,0,4
4989,22,5,92367,60046,8,0,1
2586,9,5,141123,50474,56,0,2
665,17,7,121810,64589,19,0,5
2230,3,4,74086,23163,10,0,4
3995,6,4,31592,24039,17,0,3
4016,5,7,37174,96941,7,0,1
2307,12,7,39647,58940,42,0,4
1813,12,6,128947,65783,5,0,3
2371,3,5,91184,32607,34,0,1
3381,22,7,128409,23098,78,0,6
1798,6,2,49280,9951,53,1,4
1927,9,1,103902,73964,49,0,7
3394,9,5,182030,54380,78,0,1
3847,21,2,40682,57268,10,0,2
4100,14,6,167304,45273,42,0,3
1094,15,6,11880,90257,5,0,1
3732,13,5,132430,14229,47,0,2
4062,5,1,41288,2249,58,0,3
2514,22,6,138086,71480,52,0,5
4702,8,4,66711,43530,35,0,5
1948,20,2,121128,66046,62,0,6
4812,2,2,193218,89216,16,0,4
3540,9,7,192991,61384,56,0,3
1615,15,5,145251,95440,25,0,1
1630,12,7,101626,54570,75,0,6
2433,16,6,29419,83339,43,0,1
1575,14,2,127082,16164,62,0,6
1642,0,2,168843,65950,53,0,1
2377,22,4,182813,32977,24,0,1
3519,11,4,57299,66167,15,0,5
2920,14,5,130223,45250,20,0,2
3347,3,3,190406,99474,66,0,2
2364,13,3,8991,24519,33,0,2
1427,22,7,159229,29363,16,0,1
3288,11,3,76439,47623,22,0,2
4011,7,6,60619,84114,63,0,2
461,16,5,15556,11058,19,0,6
2761,16,2,33401,41431,75,0,3
4964,21,6,184576,4223,65,0,1
4998,13,1,27499,90218,4,0,3
1651,21,6,159059,11633,15,0,5
24,15,3,173939,86537,35,0,1
1755,18,7,45131,72493,32,0,3
1695,3,2,88606,5158,25,0,7
4198,4,6,86061,61861,24,0,4
3474,19,5,21092,2132,26,0,1
3214,19,5,18068,48401,14,0,2
864,10,5,72562,93099,46,0,1
249,9,4,71572,65136,58,0,6
3279,10,3,118993,17150,78,0,5
171,15,7,165364,29082,31,0,6
718,16,6,175790,91577,27,0,2
126,17,3,85865,14882,67,0,1
4139,6,7,153730,70245,55,0,4
1666,10,3,150430,10872,70,0,2
261,13,6,147405,12356,8,0,1
3669,3,4,138015,91185,57,0,5
3568,9,7,178083,19640,74,0,4
3693,13,4,188688,11683,27,0,3
1980,7,2,67661,88738,60,0,5
658,8,1,17626,58872,53,0,3
2362,21,5,61843,35519,7,0,4
1299,19,7,46603,85825,78,0,6
2932,5,4,93264,90698,54,0,7
146,1,3,79745,82259,47,0,4
2392,13,6,168798,71540,15,0,6
218,16,3,76616,8408,57,0,1
1378,1,1,71573,31054,16,0,2
3696,5,5,22565,40585,17,0,1
3428,22,7,113050,9678,22,0,4
1080,14,3,183625,27082,50,0,1
2200,15,1,63414,91302,11,1,3
3421,10,1,189943,14627,65,0,2
4387,6,4,116689,62486,75,0,7
2591,16,4,43547,30063,48,0,5
1573,12,5,71247,14706,46,0,2
866,16,6,109748,66250,20,0,5
3501,23,3,57703,59810,74,0,7
1166,15,3,60541,65802,74,0,7
3418,9,2,186483,70626,25,0,4
3212,5,2,139626,59568,35,0,7
4690,13,2,47986,8585,26,0,6
23,1,7,191283,67025,64,0,7
1879,8,5,89564,40606,70,0,2
1835,11,3,184173,61109,54,0,6
776,14,7,37162,75732,73,0,4
33,21,4,73446,81210,50,0,6
4777,1,5,161218,46819,72,0,7
1303,18,3,150485,78391,9,0,4
1219,1,1,101847,7861,52,0,2
367,6,5,52201,55254,44,0,3
3568,20,1,9447,21523,79,0,7
1977,19,2,160790,88862,42,0,1
4167,22,7,39787,16689,52,0,2
2365,10,1,70869,36330,56,0,4
263,9,7,112919,69773,3,0,7
4004,21,6,20120,57812,69,0,2
190,3,5,112716,21526,73,0,7
